Date,Object,Price,Location,Category,Object Type,Material,Seller,Link
2019-12-15 00:00:00,"Dec 15 , 2019 LATE ROMAN BRONZE follies OF MAXIMIANUS ( 284 305 ) . A NICE COIN ! ",4.0,Cyprus,roman | ,coin | ,metal | ,charmonas,https://www.ebay.com/itm/LATE-ROMAN-BRONZE-FOLLIS-OF-MAXIMIANUS-284-305-A-NICE-COIN/174121799301?hash=item288a77ce85%3Ag%3AWbYAAOSwD6Vdxpry&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 LEGIONARY ANCIENT SILVER ROMAN RING ",90.0,Paracin,roman | ,jewellery | ,metal | ,justinijan-coin,https://www.ebay.com/itm/LEGIONARY-ANCIENT-SILVER-ROMAN-RING/274133793449?hash=item3fd3a5baa9%3Ag%3AygsAAOSwf9td7Yqk&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Lot of 3 Ancient Roman Imperial Bronze Coins ",9.99,Sweden,roman | ,coin | ,metal | ,hodase2014,https://www.ebay.com/itm/Lot-of-3-Ancient-Roman-Imperial-Bronze-Coins/193247448393?hash=item2cfe720d49%3Ag%3AVVgAAOSwY-Nd5uWY&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Lot of 4 ` Two Bits d' Early America Spanish Pirate Cob # a ",4.51,United States,america | ,?,?,estatebureau,https://www.ebay.com/itm/Lot-of-4-Two-Bits-Early-America-Spanish-Pirate-Cob-5a/233430142855?hash=item3659854f87%3Ag%3APOcAAOSwcV5d5Tya&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Lot of 4 ` Two Bits d' Early America Spanish Pirate Cob # a ",5.13,United States,america | ,?,?,estatebureau,https://www.ebay.com/itm/Lot-of-4-Two-Bits-Early-America-Spanish-Pirate-Cob-7a/233429585466?hash=item36597cce3a%3Ag%3AdqgAAOSwjT9dzs5x&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 LOT OF 4 ANCIENT ROMAN BRONZE RING ",7.5,Evropa,roman | ,jewellery | ,metal | ,marcian59,https://www.ebay.com/itm/LOT-OF-4-ANCIENT-ROMAN-BRONZE-RING/283700911456?hash=item420de45d60%3Ag%3AnvAAAOSw1ABdrvYu&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 LOVELY ANCIENT EGYPTIAN shanti WITH HIEROGLYPHICS CIRCA . 600 300BCE ",13.49,United Kingdom,egyptian  | ,statue | text | ,?,ancient_history,https://www.ebay.com/itm/LOVELY-ANCIENT-EGYPTIAN-SHABTI-WITH-HIEROGLYPHICS-CIRCA-600-300BCE/324004225626?hash=item4b7028225a%3Ag%3AllQAAOSwO0Vd6MpT&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 LOVELY LOT OF MIXED BRITISH METAL DETECTING FINDS IRON AGE/CELTIC POST MEDIEVAL ",8.5,United Kingdom,medieval | iron age | celtic | ,?,metal | ,plumpton-antiques,https://www.ebay.com/itm/LOVELY-LOT-OF-MIXED-BRITISH-METAL-DETECTING-FINDS-IRON-AGE-CELTIC-POST-MEDIEVAL/254447638194?hash=item3b3e42d6b2%3Ag%3AfTUAAOSwpCpd7QD9&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 MEDIEVAL ANCIENT ARTIFACT BRONZE SMALL RING WITH CROSS ",26.14,United Kingdom,medieval | ,jewellery | religious | ,metal | ,gosh_diamond,https://www.ebay.com/itm/MEDIEVAL-ANCIENT-ARTIFACT-BRONZE-SMALL-RING-WITH-CROSS/184075177478?hash=item2adbbc4e06%3Ag%3AZ28AAOSwJKhd7VE0&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 MEDIEVAL CRUSADERS BRONZE ENGRAVED RING 10 12 AD ",25.97,United Kingdom,medieval | near east | ,jewellery | ,metal | ,hermesancient,https://www.ebay.com/itm/MEDIEVAL-CRUSADERS-BRONZE-ENGRAVED-RING-10-12-AD/254447463570?hash=item3b3e402c92%3Ag%3ASdMAAOSwdOxd7UQC&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Metal Detecting Find Bronze Bore Pig Roman ? Celtic ? Age Not Known Solid ",75.33,United Kingdom,roman | pre-historic | celtic | ,?,metal | ,kevenw2005,https://www.ebay.com/itm/Metal-Detecting-Find-Bronze-Bore-Pig-Roman-Celtic-Age-Not-Known-Solid/303395792779?hash=item46a3cc678b%3Ag%3A9JsAAOSwHr9d7VRR&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Metal Detecting Find Bronze Solid Eagle Roman ? Celtic ? Age Not Known ",54.47,United Kingdom,roman | pre-historic | celtic | ,?,metal | ,kevenw2005,https://www.ebay.com/itm/Metal-Detecting-Find-Bronze-Solid-Eagle-Roman-Celtic-Age-Not-Known/303395820849?hash=item46a3ccd531%3Ag%3AFs8AAOSwed9d7Vj2&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Metal Detecting Finds a Saxon/Roman/Medieval/Post Medieval Artefacts and Coins ",71.49,United Kingdom,medieval | roman | ,coin | ,metal | ,1082_2008,https://www.ebay.com/itm/Metal-Detecting-Finds-Saxon-Roman-Medieval-Post-Medieval-Artefacts-and-Coins/312880085999?hash=item48d91b3bef%3Ag%3Ak2YAAOSw5nBd7SEg&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 METROPOLITAN MUSEUM OF ART BLUE CERAMIC HIPPOPOTAMUS FIGURINE REPRO 3 d' L ",4.99,United States,?,statue | ,terracotta | ,donnybrook41,https://www.ebay.com/itm/METROPOLITAN-MUSEUM-OF-ART-BLUE-CERAMIC-HIPPOPOTAMUS-FIGURINE-REPRO-3-L/333430640716?hash=item4da203d04c%3Ag%3AAOcAAOSw6dtd0HF5&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 NEAR EAST BRONZE POLISHED SEAL RING WITH INTAGLIO SEAL STONE CIRCA 1600 1700 AD ",28.74,United Kingdom,near east | ,jewellery | tool | ,metal | stone | ,ancient_history,https://www.ebay.com/itm/NEAR-EAST-BRONZE-POLISHED-SEAL-RING-WITH-INTAGLIO-SEAL-STONE-CIRCA-1600-1700-AD/324004221798?hash=item4b70281366%3Ag%3Ah6gAAOSwoBFd6QfM&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 NEAR EAST BRONZE POLISHED SEAL RING WITH LAPIS LAZULI SEAL CIRCA 1600 1700 AD ",27.45,United Kingdom,near east | ,jewellery | tool | ,metal | stone | ,ancient_history,https://www.ebay.com/itm/NEAR-EAST-BRONZE-POLISHED-SEAL-RING-WITH-LAPIS-LAZULI-SEAL-CIRCA-1600-1700-AD/324004219034?hash=item4b7028089a%3Ag%3Ag8AAAOSwUEFd6Qjv&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Neolithic Arrowheads x 20 , Genuine Saharan Artefacts 40002  ( 2514 ) ",16.34,United Kingdom,pre-historic | africa | ,weapon | ,?,bobbyhelmet,https://www.ebay.com/itm/Neolithic-Arrowheads-x-20-Genuine-Saharan-Artefacts-4000BC-2514/254425910902?hash=item3b3cf74e76%3Ag%3ARa8AAOSwpJJd0uBe&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Neolithic Arrowheads x 20 , Genuine Saharan Artefacts 40002  ( 2516 ) ",22.35,United Kingdom,pre-historic | africa | ,weapon | ,?,bobbyhelmet,https://www.ebay.com/itm/Neolithic-Arrowheads-x-20-Genuine-Saharan-Artefacts-4000BC-2516/264537648897?hash=item3d97ac2f01%3Ag%3AzvIAAOSwCexd0uDj&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Neolithic Arrowheads x 20 , Genuine Saharan Artefacts 40002  ( 2522 ) ",19.61,United Kingdom,pre-historic | africa | ,weapon | ,?,bobbyhelmet,https://www.ebay.com/itm/Neolithic-Arrowheads-x-20-Genuine-Saharan-Artefacts-4000BC-2522/254425922052?hash=item3b3cf77a04%3Ag%3AdkkAAOSwRD5d0uNs&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Neolithic Mesolithic ancient flint arrow head / scraper Metal detecting detector ",3.14,United Kingdom,pre-historic | ,weapon | ,stone | metal | ,craig20050,https://www.ebay.com/itm/Neolithic-Mesolithic-ancient-flint-arrow-head-scraper-Metal-detecting-detector/372860894200?hash=item56d03dbbf8%3Ag%3A4oMAAOSwlThd4%7El-&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 NEW Old Stock 1998 SIMPLY JEWISH . COM Advertising Chrome Zippo Lighter With Case ",16.0,United States,roman | ,religious | ,?,usan-bjccfp,https://www.ebay.com/itm/NEW-Old-Stock-1998-SIMPLY-JEWISH-COM-Advertising-Chrome-Zippo-Lighter-With-Case/124004586261?hash=item1cdf3fd315%3Ag%3Am7AAAOSwM%7Edd5HUU&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Pair Of Large PHOENICIAN Double Face Beads , Unusual Historical Jewellery ",24.18,United Kingdom,near east | ,jewellery | ,?,surplusandcollectabels,https://www.ebay.com/itm/Pair-Of-Large-PHOENICIAN-Double-Face-Beads-Unusual-Historical-Jewellery/184071370296?hash=item2adb823638%3Ag%3AAaQAAOSw5WRd484g&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 POST MEDIEVAL BRONZE CROSS PENDANT wearable ",11.11,United Kingdom,medieval | ,religious | jewellery | ,?,britannia-antiquities,https://www.ebay.com/itm/POST-MEDIEVAL-BRONZE-CROSS-PENDANT-wearable/401989463557?hash=item5d98706e05%3Ag%3A5-0AAOSwrGtd7O6Z&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 PRE COLUMBIAN 22 K SOLID GOLD BEAD verandas CULTURE circa 700 AD ca ",49.95,United States,america | ,jewellery | ,metal | ,mosquitobay,https://www.ebay.com/itm/PRE-COLUMBIAN-22-K-SOLID-GOLD-BEAD-VERAGUAS-CULTURE-circa-700-AD-COA/143465550174?hash=item216736915e%3Ag%3AT%7EMAAOSw-Ihd3qkR&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Pre Columbian Stone Carved Standing Figure Ancient Artifact No Authentication ",36.0,United States,america | ,statue | ,stone | ,drholt-online-ventures,https://www.ebay.com/itm/Pre-Columbian-Stone-Carved-Standing-Figure-Ancient-Artifact-No-Authentication/133265202784?hash=item1f07399e60%3Ag%3A3VYAAOSwce1d1g27&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Pre Columbian ? Mayan ? Tripod Pottery Vessel ",39.99,United States,america | ,vessel | ,terracotta | ,mstr6672,https://www.ebay.com/itm/Pre-Columbian-Mayan-Tripod-Pottery-Vessel/362843934758?hash=item547b2f1026%3Ag%3AfVcAAOSwyaNd7DS0&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Ptahmai Bust Roman Period Egyptian Faience Ancient Greek Isis Hathor Antique ",44.0,Egypt,roman | greek | egyptian  | ,religious | statue | ,terracotta | ,rare-antiques,https://www.ebay.com/itm/Ptahmai-Bust-Roman-Period-Egyptian-Faience-Ancient-Greek-Isis-Hathor-Antique/193247180890?hash=item2cfe6df85a%3Ag%3AtJQAAOSwfW5d7VHA&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE GENUINE ANCIENT VIKING IRON ARTEFACT ",159.47,United Kingdom,viking | ,?,metal | ,britannia-antiquities,https://www.ebay.com/itm/RARE-GENUINE-ANCIENT-VIKING-IRON-ARTEFACT/312879756271?hash=item48d91633ef%3Ag%3ASWcAAOSwt-hd7OzK&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Rare ANCIENT EGYPTIAN ANTIQUES basket Goddess Pharaoh bastin Cat EGYPT Stone BC ",89.0,Egypt,egyptian  | ,religious | ,stone | ,lux_market,https://www.ebay.com/itm/Rare-ANCIENT-EGYPTIAN-ANTIQUES-BASTET-Goddess-Pharaoh-Ubasti-Cat-EGYPT-Stone-BC/254447769703?hash=item3b3e44d867%3Ag%3AZDwAAOSwqjhcDDaE&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE ANCIENT EGYPTIAN BLUE GLAZE FAIENCE PHARAOH HEAD AMULET 30059 , mm tall ",18.95,United Kingdom,egyptian  | ,religious | ,terracotta | ,amir101525,https://www.ebay.com/itm/RARE-ANCIENT-EGYPTIAN-BLUE-GLAZE-FAIENCE-PHARAOH-HEAD-AMULET-300BC-65mm-TALL/133265917156?hash=item1f074484e4%3Ag%3APOEAAOSwA-Vd7Srj&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Rare Ancient Egyptian Faience shanti With Isis On The front ( 945 715 BC . ) ",36.6,United Kingdom,egyptian  | ,statue | religious | ,terracotta | ,luxorco2015,https://www.ebay.com/itm/Rare-Ancient-Egyptian-Faience-Shabti-With-Isis-On-The-front-945-715-BC/174119279911?hash=item288a515d27%3Ag%3Aji8AAOSwoptdDjj2&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE Ancient Egyptian Papyrus Akhenaten Queen Worship Life God Pharaoh Cloth ",6.52,United Kingdom,egyptian  | ,clothing | ,papyrus | ,kenzia.trade,https://www.ebay.com/itm/RARE-Ancient-Egyptian-Papyrus-Akhenaten-Queen-Worship-Life-God-Pharaoh-Cloth/362843723971?hash=item547b2bd8c3%3Ag%3AqsEAAOSwSeVd7Ldc&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE Ancient Egyptian Papyrus Egypt Queen Nefertari Being Led Isis Coptic Cloth ",6.52,United Kingdom,egyptian  | ,religious | clothing | ,papyrus | ,kenzia.trade,https://www.ebay.com/itm/RARE-Ancient-Egyptian-Papyrus-Egypt-Queen-Nefertari-Being-Led-Isis-Coptic-Cloth/362843738660?hash=item547b2c1224%3Ag%3ApM0AAOSwzcJd7MEa&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE ANCIENT ROMAN LEGIONARY OBJECT WITH ROMULUS REMUS DEPICTION CIRCA 200 400.8 ",281.03,United Kingdom,roman | ,?,?,ancient_history,https://www.ebay.com/itm/RARE-ANCIENT-ROMAN-LEGIONARY-OBJECT-WITH-ROMULUS-REMUS-DEPICTION-CIRCA-200-400AD/324004214430?hash=item4b7027f69e%3Ag%3A4w8AAOSwNq9d6OVT&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Rare Ancient Silver Viking thorn Hammer Amulet Pendant C th / 9th.cent AD . ",71.0,Bulgaria,viking | ,religious | jewellery | ,metal | ,only-for-museum,https://www.ebay.com/itm/Rare-Ancient-Silver-Viking-Thors-Hammer-Amulet-Pendant-C-8th-9th-cent-AD/184075227736?hash=item2adbbd1258%3Ag%3A4fsAAOSwNtldtOWg&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Rare Antique Egyptian Stone Scarab Beetle Amulet Figurine ",40.0,Canada,egyptian  | ,jewellery | religious | statue | tool | ,stone | ,ancient_house,https://www.ebay.com/itm/Rare-Antique-Egyptian-Stone-Scarab-Beetle-Amulet-Figurine/163980557239?hash=item262e00bbb7%3Ag%3AmHcAAOSw5WRd7ee-&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Rare Egyptian Horus Relief Sculpture Plaque Ancient Wall God Falcon stone carved ",20.5,Egypt,egyptian  | ,religious | decoration | statue | ,stone | ,rare-antiques,https://www.ebay.com/itm/Rare-Egyptian-Horus-Relief-Sculpture-Plaque-Ancient-Wall-God-Falcon-stone-carved/193247467683?hash=item2cfe7258a3%3Ag%3ATLoAAOSwE-pd0aQw&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE Fabulous Winged Scarab Beetle henri God Of Protection Egyptian antiquities ",1.0,Egypt,egyptian  | ,jewellery | tool | ,?,tut-egypt,https://www.ebay.com/itm/RARE-Fabulous-Winged-Scarab-Beetle-Khepri-God-Of-Protection-Egyptian-Antiquitie/401989549337?hash=item5d9871bd19%3Ag%3ApDYAAOSwkfRd0aOI&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Rare Large Ancient puritan Bronze Ornate Dagger Spear Head , No Reserve ",52.28,United Kingdom,?,weapon | ,metal | ,surplusandcollectabels,https://www.ebay.com/itm/Rare-Large-Ancient-Luristan-Bronze-Ornate-Dagger-Spear-Head-No-Reserve/184071373041?hash=item2adb8240f1%3Ag%3A9u0AAOSwOFZd5USx&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE LARGE VIKING NORSE BRONZE AMULET HAMMER OF THOR THE GOD POSS GILDED C.800AD ",79.56,United Kingdom,viking | ,religious | ,metal | ,ancient_history,https://www.ebay.com/itm/RARE-LARGE-VIKING-NORSE-BRONZE-AMULET-HAMMER-OF-THOR-THE-GOD-POSS-GILDED-C-800AD/324004214030?hash=item4b7027f50e%3Ag%3ALHQAAOSwFWNd6O%7Ex&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE ROMAN BRONZE DOUBLE MEDICAL TOOL SPOON LIGULA/SPATULA , AS FOUND CONDITION ",37.0,Norway,roman | ,tool | household | ,metal | ,aurelius1962,https://www.ebay.com/itm/RARE-ROMAN-BRONZE-DOUBLE-MEDICAL-TOOL-SPOON-LIGULA-SPATULA-AS-FOUND-CONDITION/223787031586?hash=item341abf1c22%3Ag%3AfHsAAOSwDuld7YkP&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE SCARCE ANCIENT VIKING NORSE RUNIC THOR is HAMMER AMULET CIRCA 800 1000.0 ",40.52,Bulgaria,viking | ,religious | ,?,legiofretensis,https://www.ebay.com/itm/RARE-SCARCE-ANCIENT-VIKING-NORSE-RUNIC-THORS-HAMMER-AMULET-CIRCA-800-1000AD/174116734266?hash=item288a2a853a%3Ag%3AT9MAAOSwvchd6Nmm&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE SCARCE EGYPTIAN ANTIQUE GLAZED CAT AMULET PENDANT CIRCA 1400.9 mm TALL p. ",47.06,United Kingdom,egyptian  | ,religious | jewellery | ,?,amir101525,https://www.ebay.com/itm/RARE-SCARCE-EGYPTIAN-ANTIQUE-GLAZED-CAT-AMULET-PENDANT-CIRCA-1400AD-38mm-TALL/133265646751?hash=item1f0740649f%3Ag%3AmDQAAOSwPCFd7OPi&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 RARE SUPERB ANTIQUE INDUS VALLEY CA . 25000. terracotta ZEBU BULL figuring 2331 . ",36.08,United Kingdom,india | ,?,terracotta | ,amir101525,https://www.ebay.com/itm/RARE-SUPERB-ANTIQUE-INDUS-VALLEY-CA-2500BC-TERRACATTA-ZEBU-BULL-FIGURINGE-R331/133265655820?hash=item1f0740880c%3Ag%3AkDoAAOSwzwxd7OcR&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN SILVER RING GORGON ",101.95,United Kingdom,roman | ,jewellery | ,metal | ,mary_g-1,https://www.ebay.com/itm/ROMAN-SILVER-RING-GORGON/223780060493?hash=item341a54bd4d%3Ag%3AF0IAAOSwZb9d56Xr&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN FIBULA BROOCH BRONZE FOUND NORICUM ROMAN CELTIC AUSTRIA ( 5 ) ",1.88,United Kingdom,roman | celtic | ,clothing | ,metal | ,dinopoo,https://www.ebay.com/itm/ROMAN-FIBULA-BROOCH-BRONZE-FOUND-NORICUM-ROMAN-CELTIC-AUSTRIA-5/153751259742?hash=item23cc4a0a5e%3Ag%3Aj2AAAOSwTUBd6Onk&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN ANCIENT ARTIFACT BRONZE AND SILVER RING WITH GLADIATOR BATTLE SCENE ",96.73,United Kingdom,roman | ,jewellery | ,metal | ,gosh_diamond,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-AND-SILVER-RING-WITH-GLADIATOR-BATTLE-SCENE/174119876588?hash=item288a5a77ec%3Ag%3AOcYAAOSwPqld7V0f&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN ANCIENT ARTIFACT BRONZE AND SILVER RING WITH LEGIONARY EAGLE ",58.82,United Kingdom,roman | ,jewellery | ,metal | ,gosh_diamond,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-AND-SILVER-RING-WITH-LEGIONARY-EAGLE/174119810004?hash=item288a5973d4%3Ag%3Adj0AAOSwu4pd7U-a&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN ANCIENT ARTIFACT BRONZE CROSS ",20.91,United Kingdom,roman | ,religious | ,metal | ,gosh_diamond,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-CROSS/184075268424?hash=item2adbbdb148%3Ag%3AE4QAAOSw6Fhd7WEn&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN ANCIENT ARTIFACT BRONZE FIBULA SWASTIKA WITH FOUR EAGLE HEADS ",44.44,United Kingdom,roman | ,clothing | ,metal | ,gosh_diamond,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-FIBULA-SWASTIKA-WITH-FOUR-EAGLE-HEADS/174119858432?hash=item288a5a3100%3Ag%3AJyUAAOSwrsdd7Vo5&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN ANCIENT ARTIFACT BRONZE RING WITH GODDESS VICTORIA ",58.82,United Kingdom,roman | ,jewellery | religious | ,metal | ,gosh_diamond,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-RING-WITH-GODDESS-VICTORIA/184075160600?hash=item2adbbc0c18%3Ag%3AxvQAAOSwPqZd7U7I&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN ANCIENT ARTIFACT BRONZE RING WITH PHILIP II OF MACEDON ",39.47,United Kingdom,roman | ,jewellery | weapon | ,metal | ,gosh_diamond,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-RING-WITH-PHILIP-II-OF-MACEDON/184075151939?hash=item2adbbbea43%3Ag%3AFcgAAOSwwp9d7Uys&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN ANCIENT ARTIFACT BRONZE geomorphic FIBULA BROOCH WITH DEER ",39.21,United Kingdom,roman | ,clothing | ,metal | ,gosh_diamond,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-ZOOMORPHIC-FIBULA-BROOCH-WITH-DEER/174119850344?hash=item288a5a1168%3Ag%3ASNwAAOSwYKBd7Vh1&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN ARTIFACT BRONZE PENDANT FERTILITY PHALLUS AMULET ",13.86,United Kingdom,roman | ,jewellery | religious | ,metal | ,gosh_diamond,https://www.ebay.com/itm/ROMAN-ARTIFACT-BRONZE-PENDANT-FERTILITY-PHALLUS-AMULET/174119843817?hash=item288a59f7e9%3Ag%3AunIAAOSwhqFd7Vb1&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN BRONZE BRACELET with SNAKE HEADS ",30.0,France,roman | ,jewellery | ,metal | ,masterpiece*,https://www.ebay.com/itm/ROMAN-BRONZE-BRACELET-with-SNAKE-HEADS/274133782766?hash=item3fd3a590ee%3Ag%3ABLgAAOSwoeVd1QrN&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman Bronze Buckle ",9.15,United Kingdom,roman | ,tool | clothing | ,metal | ,del550,https://www.ebay.com/itm/Roman-Bronze-Buckle/202848965984?hash=item2f3abd9560%3Ag%3AG70AAOSwW89dyUxw&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman Bronze Fibula Brooch ",1.57,United Kingdom,roman | ,clothing | ,metal | ,csminis,https://www.ebay.com/itm/Roman-Bronze-Fibula-Brooch/264560389604?hash=item3d99072de4%3Ag%3AxPMAAOSwl-FdyCOE&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman Brothel Silver Coin Greek Unknown Old Erotic Strange Unusual Nude Lady Sex ",37.91,United Kingdom,roman | greek | ,coin | ,metal | ,anddownthewaterfall,https://www.ebay.com/itm/Roman-Brothel-Silver-Coin-Greek-Unknown-Old-Erotic-Strange-Unusual-Nude-Lady-Sex/312875762144?hash=item48d8d941e0%3Ag%3ARd4AAOSwsAtdyB4R&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman coin ",19.0,Italy,roman | ,coin | ,?,mansausa,https://www.ebay.com/itm/Roman-coin/254447143998?hash=item3b3e3b4c3e%3Ag%3AIIoAAOSwaZdd7QDz&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN EMPEROR AUGUSTUS BRONZE COIN ( st cent . AD ) . A very nice piece ! ",25.0,Cyprus,roman | ,coin | ,metal | ,charmonas,https://www.ebay.com/itm/ROMAN-EMPEROR-AUGUSTUS-BRONZE-COIN-1st-cent-AD-A-very-nice-piece/174121816484?hash=item288a7811a4%3Ag%3Am0YAAOSw6dtd3BcI&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman Gladiator Skulls Silver ring uk P r/2 , us , 6.274  3 had ",98.02,United Kingdom,roman | ,jewellery | ,metal | ,art-rynok,https://www.ebay.com/itm/Roman-Gladiator-Skulls-Silver-ring-uk-P-1-2-us8-6-27gr-3-4AD/233435265885?hash=item3659d37b5d%3Ag%3AE7oAAOSwbm9d7-9R&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman Ladies Bronze Hair Pin With Elephant , 1st/2nd Century , Ancient Jewellery ",20.91,United Kingdom,roman | ,clothing | jewellery | ,metal | ,surplusandcollectabels,https://www.ebay.com/itm/Roman-Ladies-Bronze-Hair-Pin-With-Elephant-1st-2nd-Century-Ancient-Jewellery/174117025438?hash=item288a2ef69e%3Ag%3ASoQAAOSwFZdd488A&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman Legionaries Head Ring , Metal Detecting Find . Historical Ring , No Reserve ",32.68,United Kingdom,roman | ,jewellery | ,metal | ,surplusandcollectabels,https://www.ebay.com/itm/Roman-Legionaries-Head-Ring-Metal-Detecting-Find-Historical-Ring-No-Reserve/184071368611?hash=item2adb822fa3%3Ag%3AeeUAAOSwHVhd49Ig&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman Medical Instrument ",19.59,United Kingdom,roman | ,tool | ,?,del550,https://www.ebay.com/itm/Roman-Medical-Instrument/153754757345?hash=item23cc7f68e1%3Ag%3AAAAAAOSwN4VdyU5W&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 ROMAN MILITARY LEGIONARY SILVER SEAL RING LEGION X GEM 100 400 AD ",43.13,Bulgaria,roman | ,jewellery | tool | ,metal | ,legiofretensis,https://www.ebay.com/itm/ROMAN-MILITARY-LEGIONARY-SILVER-SEAL-RING-LEGION-X-GEM-100-400-AD/174116644223?hash=item288a29257f%3Ag%3AZQIAAOSwdndd6Ldg&LH_Auction=1
2019-12-15 00:00:00,"Dec 15 , 2019 Roman Period Bone Hair or Toga Dress Pin and ord Century and . ",3.23,United Kingdom,roman | ,clothing | ,bone | ,colin_colyton,https://www.ebay.com/itm/Roman-Period-Bone-Hair-or-Toga-Dress-Pin-2nd-3rd-Century-A-D/233416240156?hash=item3658b12c1c%3Ag%3AHmsAAOSwNlld3mp-&LH_Auction=1
