" 2018 SCARCE-TERRACOTTA INDUS VALLEY MUG STOPPER CIRCA 1900 BC","indus",,,,,,
" 2018 AUTHENTIC ANCIENT GREEK BRONZE SPE@R / SHORT SW0RD","greek",,,,,,
" 2018 Roman bronze gladiator 2nd/3rd entury ad","roman",,,,,,
" 2018 Ancient Viking iron knives 9-12 century","viking",,,,,,
" 2018 Roman Bronze Chariot Attachment Eagle's Head","roman",,,,,,
" 2019 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (1)","indus",,,,,,
" 2018 UNUSED FIRST EDITION COPY OF WHO'S WHO IN INDIAN RELICS NO. 9",1996,"america",,,,,
" 2018 Ancient Greek Military Lead Sling Bullet Shot - LOT OF 2 / 68 grams","greek",,,,,,
" 2018 Gold Roman Club of Hercules.","roman",,,,,,
" 2018 EXTREMELY RARE ANCIENT BRONZE ROMAN APPPLIQUE BIRD.SUPERB.18 GR.35 MM","roman",,,,,,
" 2019 Amazing Ancient Rare Roman Bronze Magnificent Quality","roman",,,,,,
" 2018 AUTHENTIC LOT OF MEDIEVAL VIKING ERA BRONZE ITEMS  - L532","viking",,,,,,
" 2018 VERY FINE MUSEUM WORTHY ANTIQUE PLATE PERSIANS ISLAMIC SILVER INLAID COPPER TRAY","near east",,,,,,
" 2019 SAHARIAN Neolithic Terracotta POT - 120 mm diameter x 80 mm height","pre-historic",,,,,,
" 2018 MUSEUM QUALITY VIKING BRONZE AX CIRCA 800-1000 AD","viking",,,,,,
" 2019 A245.Roman style bronze phalera Zeus","roman",,,,,,
" 2018 118. Roman Silver Bird","roman",,,,,,
" 2019 LOT OF 3pcs. ANCIENT ROMAN IRON KNIVES"," WELL CLEANED AND PRESERVED!!!","roman",,,,,
" 2018 Roman Bronze Hanging Incense Burner","roman",,,,,,
" 2019 Rare Ancient Egyptian Faience Horus (650-530 BC)","egyptian",,,,,,
" 2019 women's decorations of the  Greek Age","greek",,,,,,
" 2018 Rare Ancient Egyptian Seated Osiris (350 BC-300 BC)","egyptian",,,,,,
" 2018 Very Old Ancient Bronze Greek History Frist Little Antique Crocodile   # 6H","greek",,,,,,
" 2018 Smal Egyptian Pectoral for Tutmosis III - ca. 6","1cm.","egyptian",,,,,
" 2018 RARE AND INTERESTING ROMAN BRONZE LID MOUNT"," STYLIZED BIRD HANDLE+++","roman",,,,,
" 2018 RARE ROMAN TO MEDIEVAL BRONZE PHALERA - RICHLY DECORATED - AS FOUND","roman",,,,,,
" 2018 ANCIENT ROMAN DECORATED SALT/PEPPER POT 2nd-3rd Cent AD (2)","roman",,,,,,
" 2019 Lot of Roman KNlFES  - Warriors Relics Metal Detector Found circa 100 AD (+452)","roman",,,,,,
" 2019 NICE LOT OF ANCIENT BRONZE ARTIFACTS - GREEK TO BYZANTINE PERIOD","byzantine",,,,,,
" 2018 Diva Mariniana  Rome  AD 255-257.  Billon BI AR & AE Antoninianus Peacock","roman",,,,,,
" 2018 Rare Large Ancient Egyptian Faience Amenhotep III  (1388 - 1351 BC )","egyptian",,,,,,
" 2018 RARE INDUS VALLEY ARCHAIC CA.2000 BC TERRACOTTA ZEBU BULL FIGUIRNE","indus",,,,,,
" 2018 BRONZE AGE CEREMONIAL STICK","bronze age",,,,,,
" 2018 RARE CELTIC CHAINMAIL ARMOR FRAGMENTS FROM A CELTIC WARRIOR ACCOUNTREMENT+++","celt",,,,,,
" 2018 Resin Model of  Ancient Egyptian Fertility God Min with Erect Penis"," 14cm Tall","egyptian",,,,,
" 2019 ancient Viking Large bell Sea shell REALLY ancient","viking",,,,,,
" 2018 ROMAN IRON LEGIONARY FIRESTARTER","roman",,,,,,
" 2018 Rare Ancient Egyptian Reliefs Stone Of Queen Hatshepsut (350 BC-300 BC)","egyptian",,,,,,
" 2018 Relic Roman Thracian Gladiator Iron Sica 2nd-1st Century BC Excavated","roman",,,,,,
" 2018 ANCIENT ROMAN ARTIFACTS","roman",,,,,,
" 2018 ANCIENT ROMAN BRONZE LARGE BALSAMARIUM - 200-400 AD (1)","roman",,,,,,
" 2018 Ancient Roman Bronze Bird  L=35x15x20mm 13gr.","roman",,,,,,
" 2018 AUTHENTIC ANCIENT CELTIC BRONZE AGE PAIR OF TOGGLES - H740","celt",,,,,,
" 2018 ancient Viking small bronze bell REALLY ancient","viking",,,,,,
" 2018 Very old rare roman agate amuelt","roman",,,,,,
" 2018 HISTORY OF THE ROMAN EMPIRE 1802"," 12 volumes.","roman",,,,,
" 2018 UNIQUE!!!!!! NEAR EASTERN BRONZE SW0RD WITH ANIMAL HEADS CIRCA 1700 AD - 55cm","near east",,,,,,
" 2018 Rare ancient Egyptian Stone Boat (old Kingdom)","egyptian",,,,,,
" 2018 ULTRA RARE ANCIENT EGYPTIAN LIFE SIZED STONE HAND LATE PERIOD 664 - 332 BC","egyptian",,,,,,
" 2018 Vintage Hand Carved Solid Stone Sculpture Egyptian Anubis God of the Dead","egyptian",,,,,,
" 2018 NICE LOT OF BRONZE AGE ANCIENT GREEK BRONZE SCYTHES AND HANDLES 2500-1500 BC","bronze age",,,,,,
" 2018 RUSSIAN OLD ANCIENT ARTIFACT BRONZE SMALL ICON WITH SAINT AND MP OY","russian",,,,,,
" 2018 SCARCE CIRCA 100-300AD ROMAN ERA BRONZE & IRON TIPPED FIRESTRIKER WITH HORSE","roman",,,,,,
" 2018 Roman Locking Device","roman",,,,,,
" 2018 Rare Ancient Egyptian Relief Limestone  Of Queen Hatshepsut (c. 1478–1458 BC )","egyptian",,,,,,
" 2018 Glass Grand Tour intaglio cameo roman paste souvenir james tassie Neoclassical","roman",,,,,,
" 2019 *SC*FINE SCULPTURAL HEAD OF A RAM OR GOAT"," ROMAN","  ca. 1st.-3rd. cent. AD!!","roman",,,,
" 2018 Rare Large Ancient Egyptian Faience Khnum Ra (Old Kingdom)","egyptian",,,,,,
" 2018 AN INCREDIBLE"," RARE ANCIENT EGYPTIAN MUMMIFIED FALCON"," 6TH-1ST CENTURY BC","egyptian",,,,
" 2019 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (1)","indus",,,,,,
" 2018 Ancient Egyptian Style Satue Of Two Seated Rulers","egyptian",,,,,,
" 2018 19. Roman Egzagia","roman",,,,,,
" 2018 3255	Ancient Roman bronze interesting applique / mount / attachable.","roman",,,,,,
" 2018 EXTREMELY RARE ROMAN PERIOD COMPACT Lead & Bronze PLUMB BOB+++","roman",,,,,,
" 2018 An ancient bronze writer wrote  Kievan Rus Vikings 11-13 AD № 354/4.","viking",,,,,,
" 2018 CIRCA 100-400 AD ERA ROMAN BRONZE EUROPEAN RAMS HEAD POMMEL","roman",,,,,,
" 2019 TOP CONDITION ANCIENT ROMAN IRON FIRE STARTER+++WITH A FLINT+++DECORATION+++","roman",,,,,,
" 2019 STUNNING LOT OF BRONZE ARTIFACTS FROM BRONZE AGE 2500 BC TO 400 AD","bronze age",,,,,,
" 2018 Impressive Ancient Egyptian Faience Plauque","egyptian",,,,,,
" 2018 Natural Real Persian Lovely Nishapur Turquoise Wonderful Color and Quality  # T8","near east",,,,,,
" 2018 EGYPTIAN ANTIQUES ANTIQUITIES Pharaohs Kings and Queens Head Sculpture","egyptian",,,,,,
" 2019 NEOLITHIC FLINT PICK","pre-historic",,,,,,
" 2018 22. Roman Application With Lion Head","roman",,,,,,
" 2019 EXCELLENT  ANCIENT GREEK ANIMAL CIRCA 300 BC LAPIS FIQURE #SR094","greek",,,,,,
" 2018 ANCIENT ROMAN BRONZE PLUMB BOB","roman",,,,,,
" 2018 ROMAN BRONZE MILITARY ARMOUR HINGE CIRCA 200-400 AD","roman",,,,,,
" 2018 ASSORTED ANTIQUE ROMAN EAST KENT METAL DETECTING FIND MIXED BULK LOT","roman",,,,,,
" 2018 VIKING Kievan Rus' ANTIQUE Fragment PART Old BRONZE Eastern Europe 45x30x7 mm","viking",,,,,,
" 2019 ROMAN TERRACOTTA POT"," RARE ANCIENT ARTIFACT (1)","roman",,,,,
" 2018 Rare Ancient Egyptian Amenhotep III (c. 1391–1353 BC).","egyptian",,,,,,
" 2018 Ancient Egyptian Blue Stone Anubis  (c.3100-c.2890 BC)","egyptian",,,,,,
" 2019 Extremely Rare Large Egyptian Stone Relief Middle Kingdom 2nd Millennium BC","egyptian",,,,,,
" 2018 Antique Middle Eastern Brass Arabic Tray with Calligraphy 20 inches diameter.","near east",,,,,,
" 2018 ancient Viking small bronze bell REALLY ancient","viking",,,,,,
" 2018 EXTREMELY RARE STONE AGE B0NE DAGER CIRCA 8700 BCE","pre-historic",,,,,,
" 2018 Ancient Teracotta Mother Goddess Torso Indus Valley 600 BC NO RESERVE  #TR5931","indus",,,,,,
" 2018 LOT OF 3pcs. ROMAN PERIOD IRON KNIVES"," TOP CONDITION+++","roman",,,,,
" 2018 ancient Viking Large bell Sea shell REALLY ancient","viking",,,,,,
" 2018  CIRCA 300 BC 100 AD ANCIENT GREEK MILITARY LEAD SLING SHOT BULLET","greek",,,,,,
" 2018 138-129 BC Seleucid Kingdom Antiochus VII Ancient Greek Silver Tetradrachm","greek",,,,,,
" 2018 ROMAN BRONZE LOCK BOLT FOR UNLOCKING CIRCA 100-300 AD","roman",,,,,,
" 2018 Stunning Roman Artifact Bronze Applique of GOD Dionysus circa 100 AD  (+300)","roman",,,,,,
" 2018 Antique Copper & Brass Arabian Islamic Turkish Dallah Coffee or Tea Pot Bedouin","islamic",,,,,,
" 2018  Ancient Roman Bronze Aplique LION D=33mm Silver Plate","roman",,,,,,
" 2018 Superb Detailed Roman Bronze Phalera with Horse Portrait.RARE!2nd-3rd century AD","roman",,,,,,
" 2018 Amazing rare Coptic Egyptian papyrus in Greek or Latin big","egyptian",,,,,,
" 2018 ANCIENT ROMAN DECORATED SALT/PEPPER POT 2nd-3rd Cent AD (1)","roman",,,,,,
" 2018 HIGHLY UNUSUAL CIRCA 1075-332BC ANCIENT EGYPTIAN TOKEN W/HIEROGLYPHS","egyptian",,,,,,
" 2019 510/500-480 BC Attica Athens Ancient Greek Silver Tetradrachm NGC"," Archaic Style","greek",,,,,
" 2018 88 mm! Ancient Roman Sharp Figural Hermes Hasp! Ex Donald Jackson Collection","roman",,,,,,
" 2018 HUGE LOT OF CELTIC"," ROMAN"," VIKING"," MEDIEVAL METAL DETECTING FINDS - 500BC/1600AD","celt",,,
" 2018 THREE INTERESTING VERY OLD CLAY ANTIQUITIES POSSIBLY EGYPTIAN OR SOUTH AMERICAN","egyptian",,,,,,
" 2019 Ancient silver jewelery temporal Vikings"," Kievan Rus 10-13 AD № 494/2.","viking",,,,,
" 2019 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (3)","indus",,,,,,
" 2019 Rare piece of ancient Egyptian civilization","egyptian",,,,,,
" 2018 Moche","diadem crown tumbaga gold (mix of gold and copper)","Precolumbian","Mochica","america",,,
" 2019 Canopus Anubis Ancient Egyptian Civilization","egyptian",,,,,,
" 2018 2 ANTIQUE BRASS OR BRONZE ISLAMIC SOORMA-DANI SIZE 2.50 AND 4.50 INCH","islamic",,,,,,
" 2018 A VERY RARE"," LARGE EGYPTIAN COPTIC DOCUMENT SCROLL","egyptian",,,,,
" 2018 GREEK KYLIX SILVER REPRODUCTION (ca. 400 to 300 B.C.) by GORHAM","greek",,,,,,
" 2018 38. Roman Item","roman",,,,,,
" 2018 Nicely Unique Egyptian faience","egyptian",,,,,,
" 2019 AMAZING - VERY BEAUTIFUL - CIRCA 1500-332BC ANCIENT EGYPTIAN RELIEF WALL ART","egyptian",,,,,,
" 2018 ANCIENT ROMAN HORSE HARNESS DISTRIBUTORS","roman",,,,,,
" 2018 Silvered Military Roman Mount","roman",,,,,,
" 2019 PRE COLUMBIAN ENIGMATIC SARCOPHAGUS OJUELOS JAlLISCO NEOLITHIC STONE","america",,,,,,
" 2018 Pre Columbian Mayan Clay Pieces of Parts LOT","america",,,,,,
" 2018 Ancient Egyptian Black Anubis  (c.3100-c.2890 BC)","egyptian",,,,,,
" 2018 ROMAN TRULLA SILVER REPRODUCTION (1st Century) by GORHAM","roman",,,,,,
" 2018 Vintage Chinese Turquoise Glazed Ducks Open Beak Great Quality See Pictures","china",,,,,,
" 2019 EGYPTIAN Glazed Blue aqua Faience~Shabati For NESTANEBETTAWY 21st Dynasty","egyptian",,,,,,
" 2018 5600Y.O: SUPERB AX SCRAPER PLANE 117mms DANISH STONE AGE NEOLITHIC FLINT TRB","pre-historic",,,,,,
" 2018 5600Y.O:GREAT AX 133mms DANISH STONE AGE NEOLITHIC RECYCLED FLINT MEGALITH TOMB","pre-historic",,,,,,
" 2018 LOT OF 2pcs. ANCIENT ROMAN IRON KNIVES"," WELL CLEANED AND PRESERVED+++","roman",,,,,
" 2018 Ancient & Medieval Artifacts Lot Antiquities Metal Detector Find European Viking","viking",,,,,,
" 2018 Lot of 21 Roman legionary fitting","roman",,,,,,
" 2019 Antique old rare persian arabic islamic brass astrolabe vintage","near east",,,,,,
" 2018 #y8   Wonderful Persian Nishapur Natural Turquoise Stone With Wild Loin Intaglio","near east",,,,,,
" 2019 VERY RARE UNCERTAIN OTTOMAN APPLIQUE WITH RARE STONES.55","8 GR 120 MM","islamic",,,,,
" 2018 Egyptian blue faience Horus the Child-Harpocrates 3","8cm.","egyptian",,,,,
" 2018 A lantern engraved with the emblem of the Ottoman Empire Of bronze Old and rare","islamic",,,,,,
" 2018 VERY RARE VINTAGE HAND MADE STONE EGYPTIAN NILE CROCODILE-LARGE SIZE","egyptian",,,,,,
" 2018 AUTHENTIC MEDIEVAL VIKING ERA IRON D@GGER W/ B0NE HANDLE - L799","viking",,,,,,
" 2019 PRIMITIVE  Pre-Columbian FIQURE MADE OF LAVA","america",,,,,,
" 2019 RARE VIKING ARCHAIC BRONZE FIRE STARTER DEPICTING ODIN WITH Huginn and Muninn","viking",,,,,,
" 2018 HIGHLY UNUSUAL CIRCA 1075-332BC ANCIENT EGYPTIAN TOKEN W/HIEROGLYPHS","egyptian",,,,,,
" 2019 Uchapetti. Rare wood 35cm ancient Egyptian civilization","egyptian",,,,,,
" 2018 Wonderful Kazak Sterling Silver With An Old And Rare Afghan Brown Ceramic # K S1","islamic",,,,,,
" 2018 ANCIENT ROMAN DECORATED SALT/PEPPER POT 2nd-3rd Cent AD (1)","roman",,,,,,
" 2019 LOW OUTBID1$!! VIKING AND BYNZTANTINE CHROSSES  AND MEDALJONGS ARTIFECTS","viking",,,,,,
" 2018 Rare Large Ancient Egyptian Faience Ramses II  (1279 - 1213 Bce )","egyptian",,,,,,
" 2018 MASSIVE-ROMAN BRONZE WINGED PHALLUS FERTILITY SYMBOL 1st CENTURY BC-AD","roman",,,,,,
" 2018 Authentic Ancient Antiquities MINIATURE Artifact  GREEK SNAKE CHARM","greek",,,,,,
" 2018 Battle Kisten","  Kievan Rus -  Vikings  - 10 - 13th century AD","viking",,,,,
" 2019 Rare piece of ancient Egyptian civilization . bronze","egyptian",,,,,,
" 2019 CIRCA 300 BC 100 AD ANCIENT GREEK MILITARY LEAD SLING SHOT BULLET","greek",,,,,,
" 2018 PRE COLUMBIAN “UFO” STONE NEOLITHIC ENIGMA OJUELOS AMAZING","america",,,,,,
" 2018 Rare Ancient Egyptian Scribe - Old Kingdom (2494-2345 BC)","egyptian",,,,,,
" 2018 ROMAN IRON AROWHEAD","roman",,,,,,
" 2018 Rare Ancient Egyptian Granite Stone Seated Queen Hatshepsut (18th Dynasty)","egyptian",,,,,,
" 2018  Lot Roman Glass Patina Ancient Fragment Israel","near east",,,,,,
" 2018 RARE 3 BRONZE ROMAN BELLS //849","roman",,,,,,
" 2018 ANCIENT ROMAN LEAD ANIMAL VERY NICE AND INTEREST 14.4gr 35.3mm","roman",,,,,,
" 2018 Rare Stunning Ancient Silver Viking Two Dragon Head C 8th / 11th.cent AD.","viking",,,,,,
" 2018 FANTASTIC ROMAN BRONZE OPENWORK APPLICATION / DECORATION","roman",,,,,,
" 2019 Rare Ancient Egyptian Scribe - Old Kingdom (2494-2345 BC)","egyptian",,,,,,
" 2018 8 MOJAVE DESERT LAKE MANIX PALEOLITHIC  STONE NEOLITHIC ARTIFACTS COLLECTION","pre-historic",,,,,,
" 2018 BRITISH FOUND ANCIENT ROMAN MILITARY STRAP JUNCTION","roman",,,,,,
" 2018 117. Roman Silver Bird","roman",,,,,,
" 2018 5200Y.O: GREAT AX THIN BLADED 158mms DANISH STONE AGE NEOLITHIC FLINT SILEX TRB","pre-historic",,,,,,
" 2018 1ST EDITION PREHISTORIC ANTIQUITIES OF INDIANA  FROM THE DAVID STILP LIBRARY","america",,,,,,
" 2018 EGYPTIAN ANTIQUES ANTIQUITIES Seated Cat Bastet Ubaste Bast 2290–2670 BCE","egyptian",,,,,,
" 2019 336-323 BC Alexander III"," the Great Ancient Greek Silver Tetradrachm","greek",,,,,
" 2018 10 SAHARA NEOLITHIC EAR NOSE AND GAME PIECES","pre-historic",,,,,,
" 2018 Very good iron tips Vikings"," Kievan Rus 10-13 AD № 418/9.","viking",,,,,
" 2018 Rare Ancient Egyptian Scribe - Old Kingdom (2494-2345 BC)","egyptian",,,,,,
" 2018 1478	Ancient Roman bronze item with solar symbol","roman",,,,,,
" 2018 VERY RARE ANCIENT ROMAN BRONZE FINGERLINGS WITH PANTHER 5.6gr 19mm","roman",,,,,,
" 2018 Saharian NEOLITHIC - Quartzite HAND STONE - 95 mm LONG","pre-historic",,,,,,
" 2018 Christie's Catalogue: Antiquities Achaemenid Assyrian Egyptian Roman Greek Attic","egyptian",,,,,,
" 2018 Ancient Greek Bronze Artifacts Indefinite L= 12-27mmmm Quality Rare","greek",,,,,,
" 2018 Roman wand for voting Roman artefact.","roman",,,,,,
" 2019 Ancient Roman Sharp! Venus Double Hasp"," Ex Donald Jackson Collection","roman",,,,,
" 2018 English Arabic Calendar Astrolabe Arabic Globe Navigation Astrological Calendar","islamic",,,,,,
" 2019 antik Ottoman docoments eraund 1900","islamic",,,,,,
" 2018 A296. Roman style bronze applique neil. Head of baby.","roman",,,,,,
" 2018 LOT OF 4pcs. ANCIENT ROMAN IRON KNIVES"," WELL CLEANED AND PRESERVED+++","roman",,,,,
" 2018 amazing Egyptian faience cat standing position","egyptian",,,,,,
" 2018 Roman Empire Silver plated Token to visit a public Brothel","roman",,,,,,
" 2018 Ancient bronze jewelery temporal Vikings"," Kievan Rus 9-12 AD № 487/2.","viking",,,,,
" 2018 Ancient Bronze Zoomorphic Mount/Roman/Other","roman",,,,,,
" 2019 2 Sahara Neolithic Colorful Serrated Blades - Authentic","pre-historic",,,,,,
" 2019 BRONZE ROMAN SQUARE WITH GLASS PASTE RARE","roman",,,,,,
" 2018 Ancient Egyptian Blue Cat 2800 BC -2750 BC","egyptian",,,,,,
" 2018 STUNNING ANCIENT SILVER VIKING HARD VERY RARE.1","9 GR.14 MM","viking",,,,,
" 2018 Ancient Fantastic Roman Bronze Stylus 1st 3rd century AD","roman",,,,,,
" 2018 Battle Kisten","  Kievan Rus -  Vikings  - 10 - 13th century AD","viking",,,,,
" 2018 VERY RARE ANCIENT EGYPTIAN MOULD OF A PHAROAHS HEAD FOR CASTING","egyptian",,,,,,
" 2019 VERY RARE ANCIENT EGYPTIAN GLAZED WOODEN PANEL WITH PAINTED SCENE","egyptian",,,,,,
" 2018 Phoenicia"," Aradus Alexander III the Great Ancient Greek Silver Tetradrachm NGC","greek",,,,,
" 2018 DETECTOR FINDS ROMAN PERIOD LEGIONARY OBJECT POMMEL","roman",,,,,,
" 2018 Battle Kisten","  Kievan Rus -  Vikings  - 11 - 14th century AD","viking",,,,,
" 2018 VINTAGE ANTIQUE CHINESE JAPANESE PAPER LANTERN VERY RARE 1800s #1","japan",,,,,,
" 2018 ROMAN TERRACOTTA POT"," RARE ANCIENT ARTIFACT (1)","roman",,,,,
" 2019 RARE ROMAN REPUBLIC BRONZE BAR CIRCA 100-50 BC","roman",,,,,,
" 2018 Roman KNlFES  - Warriors Relics Metal Detector Found circa 100 AD (+373)","roman",,,,,,
" 2018 Christie's Catalogue: Antiquities Hellenistic Hittite Anatolian Egyptian Roman","egyptian",,,,,,
" 2019 BEAUTIFUL ANCIENT EGYPTIAN GLAZED FAIENCE HEAD OF SERVANT","egyptian",,,,,,
" 2018 فيروز الإيراني  Persian  Turquoise","near east",,,,,,
" 2018 EGYPTIAN ANTIQUES ANTIQUITIES Horus Falcon Lord of The 2 Lands 1570-1200 BC","egyptian",,,,,,
" 2018 ROMAN BRONZE CROWN APPLIQUE","roman",,,,,,
" 2018 ROMAN ANCIENT BRONZE ANIMAL APPLIQUE- 200-400 AD (3)","roman",,,,,,
" 2018 Sahara Neolithic Serrated Blade - Translucent - Authentic","pre-historic",,,,,,
" 2018 Old Rare Roman King Face Engraved Unique Stone Lapis lazuli    # 6F","roman",,,,,,
" 2019 GOING OUT OF BUSINESS SALE!  Terracotta GOBLET ~ISRAEL~ TIME OF MOSES! 1500BC","near east",,,,,,
" 2018 LORICA SUQMATA ROMAN ARMOR FRAGMENTS","roman",,,,,,
" 2018 AMAZING ROMAN DECORATION DEPICTING GORGON MEDUSA","roman",,,,,,
" 2018 ROMAN ANCIENT BRONZE  APPLIQUE- 200-400 AD (5)","roman",,,,,,
" 2018 RARE-ROMAN IMPERIAL TERRA SIGILLATA TERRACOTTA FRAGMENT DEPICTING FLYING DOVES","roman",,,,,,
" 2018 Gold Roman Club of Hercules.","roman",,,,,,
" 2018  ROMAN BRONZE LOT OF ARTEFACTS","roman",,,,,,
" 2018 Аncient Great fighting iron artifact Kievan Rus Vikings 11-13 AD № 444/1.","viking",,,,,,
" 2019 Mixed Artifact Lot Roman"," Medieval etc.","roman",,,,,
" 2018 Ancient Roman Bronze Artifacts","roman",,,,,,
" 2019 Roman Bronze Military Diploma Fragment","roman",,,,,,
" 2018 RARE ANCIENT ROMAN BRONZE APPLIQUE 200-400 AD (6)","roman",,,,,,
" 2018 Ancient Large Size Teracotta Painted Pot Indus Valley 2500 BC NO RESERVE #Ik513","indus",,,,,,
" 2019 Roman Ancient Agate king Face carved Face Stone   # 8A","roman",,,,,,
" 2018 NEAR EAST GREEK ERA BRONZE APOLLINIA FACE APPLIQUE CIRCA 300-50 BC","near east",,,,,,
" 2019 Ancient Greek Military Lead Sling Bullet Shot - LOT OF 2 / 72 grams","greek",,,,,,
" 2019 Ancient Egyptian Blue Cat 2800 BC -2750 BC","egyptian",,,,,,
" 2018 GENUINE ANGLO-SAXON ARTEFACTS","viking",,,,,,
" 2018 *SC*RARE LOT OF THREE ROMAN / GREEK LEAD & STONE SLING BULLITS!!","greek",,,,,,
" 2019 ANCIENT BRONZE ROMAN TO MEDIEVAL APPLICATION DECORATION - PHALERA - LOT OF 2","roman",,,,,,
" 2018 CIRCA 1500-1000 BC ANCIENT GREEK BRONZE HANDLE","greek",,,,,,
" 2018 FINE ANTIQUE ISLAMIC MIDDLE EASTERN BRASS INCENSE BURNER EGYPT INTRICATE","near east",,,,,,
" 2018 Antique Roman Grand Tour Bronze Satyrs Incense Burner / Brazier c. 1900","roman",,,,,,
" 2018 Christie's Catalogue The Groppi Coll'tion Egyptian Antiquities Ptolemaic Kingdom","egyptian",,,,,,
" 2019 336-323 BC Alexander III"," the Great Ancient Greek Silver Tetradrachm F","greek",,,,,
" 2018 SAHARIAN Neolithic Terracotta POT - 7 cm diameter x 6.5 cm height","pre-historic",,,,,,
" 2018 A304.Viking style small bronze scull","viking",,,,,,
" 2018 A VERY RARE EXCEPTIONAL QUALITY ROMAN MARBLE TESSERA FROM CAESARS PALACE ROME","roman",,,,,,
" 2018 antik Ottoman docoments eraund 1900","islamic",,,,,,
" 2018 SUPERB ANCIENT GREEK SLING SHOT BULLET 36","4 GR.35 MM","greek",,,,,
" 2019 Wonderful Art Roman Empire King natural Turquoise Beautiful Stone #","roman",,,,,,
" 2018 138-129 BC Seleucid Kingdom Antiochus VII Ancient Greek Silver Tetradrachm","greek",,,,,,
" 2018 Byzantine Fragments of Silver Applique 12 - 13th Century AD - B349","byzantine",,,,,,
" 2018 Ancient Brass Lion Islamic 1800 AD NO RESERVE #S5998","islamic",,,,,,
" 2018 Stunning Roman Era Terracotta Baby Boy Head Circa 100 AD","roman",,,,,,
" 2018 SUPERB LOT OF ANCIENT PHOENICIAN FRAGMENTS COLOURED GLASS BIRDS VERY INTEREST","near east",,,,,,
" 2018 VERY RARE ROMAN CAR OR CHARIOT TORCH IRON HOLDER+++TOP CONDITION+++","roman",,,,,,
" 2018 SUPERB ANCIENT ROMAN BRONZE  DECORATION / CHILD TOY? - 100/200 AD - RARE!","roman",,,,,,
" 2019 EGYPTIAN ANTIQUES ANTIQUITIES Sarcophagus Tomb For Animal Organs 3500-3400 BC","egyptian",,,,,,
" 2018 AUTHENTIC ANCIENT ROMAN BRONZE DECORATED MOUNT - H784","roman",,,,,,
" 2018 ANCIENT GANDHARA TERRACOTTA PANEL WITH SCENE","indus",,,,,,
" 2018 Ancient  viking iron Knives 9-12 century","viking",,,,,,
" 2019 AN ANTIQUE EGYPTIAN BRONZE & ALABASTER EYE FROM A MUMMY'S WOOD INNER COFFIN","egyptian",,,,,,
" 2019  Stunning Roman Era Terracotta Baby Boy Head Circa 100 AD","roman",,,,,,
" 2018 ANCIENT ROMAN DECORATED SALT/PEPPER POT 2nd-3rd Cent AD (2)","roman",,,,,,
" 2019 Ancient silver jewelery temporal Vikings"," Kievan Rus 10-13 AD № 466/6.","viking",,,,,
" 2019 BIG ! SAHARIAN Neolithic Terracotta POT - 190 mm diameter x 110 mm height","pre-historic",,,,,,
" 2018 RARE VIKING SCANDINAVIA ARCHAIC CA.900 AD BRONZE MOUNT WITH STYLISED DRAGON HEAD","viking",,,,,,
" 2018 LOT OF 2 BYZANTINE BRONZE APPLIQUES","byzantine",,,,,,
" 2018 CELTIC BRONZE MILITARY ROUND ARMOUR APPLIQUE CIRCA 1000-700 BC - INTACT","celt",,,,,,
" 2018 Rare Ancient Egyptian Relief Limestone  Akhenaten With Ibis (350 BC-300 BC)","egyptian",,,,,,
" 2018 3262	Ancient Roman bronzе bell.","roman",,,,,,
" 2018 Franklin Mint"," The Fighting Men of the American Revolution - N Carolina Private","america",,,,,
" 2019 CIRCA 100-400 AD ERA ROMAN BRONZE EUROPEAN BEARDED WARRIOR MOUNT","roman",,,,,,
" 2019 Rare Roman Terracotta Pot Ancient  Small size","roman",,,,,,
" 2018 Rare Ancient Egyptian Isis Limestone   Relief (m. 36 BC-30 BC)","egyptian",,,,,,
" 2019 VERY RARE"," MUSEUM QUALITY ROMAN PERIOD WHITE MARBLE GODDESS HEAD on STAND+++","roman",,,,,
" 2018 ANCIENT OR MEDIEVAL NEAR EAST CERAMIC TILE DEPICTING KANGAROOS FIGHTING-PAINTED","near east",,,,,,
" 2018 RARE ANCIENT EGYPTIAN ANTIQUES ISIS Stela Relif ISIS Tomb Egypt Stone BC","egyptian",,,,,,
" 2019 G2 - CIRCA 660-330BC - BEAUTIFUL ANCIENT EGYPTIAN STONE PHARAONIC HEAD","egyptian",,,,,,
" 2018 Ancient & Medieval Artifacts Lot Antiquities Metal Detector Find European Viking","viking",,,,,,
" 2018 EXTREMELY RARE"," VERY WELL PRESERVED CELTIC IRON HORSE BIT BRIDLE+++","celt",,,,,
" 2018 AUTHENTIC ANCIENT ROMAN BRONZE LEGIONARY HANDLE - H38","roman",,,,,,
" 2019 SUPERB RARE ROMAN ARCHAIC BRONZE GAMBLING PIECE WITH INITIALS AND TEMPLE","roman",,,,,,
" 2018 Ancient bronze viking firestarter"," zoomorphic"," Dog. Museum quality.","viking",,,,
" 2018 Egyptian faience Sahbti 15","1 cm.","egyptian",,,,,
" 2018 MESOLITHIC / NEOLITHIC FLINT PICK","pre-historic",,,,,,
" 2019 women's decorations of the Greek  Age","greek",,,,,,
